*,address_raw,city,state,zipcode,unit,property_type,bedrooms,bathrooms,sqft,rent,price_per_sqft,listing_url,K_Q_Overall,B_Q_Overall,Flooring_Q,Paint_Q,Lighting_Q,Window_Q,Appliance_Q,Quality_Score_100,K_Size_1_3,K_Layout,B_Size_1_3,B_Layout,Bath_Config_1_3,Storage_Level_1_3,Floorplan_Utility_1_3,Unit_Size_1_3_Auto,Size_Score_100,C_Balcony_Deck,C_Heating,C_AC,C_Washer_Dryer,C_Parking,C_Dishwasher,C_Microwave,C_Disposal,C_Hardwood,C_Updated_Kitchen,C_Updated_Bath,C_Outdoor_Space,Parking_Type,Parking_Score_100,Laundry_Type,Laundry_Score_100,Bath_Config_Type,Fireplace_Type,Fireplace_Bonus_100,Exterior_Amenities_1_3,Package_Lockers,Gym_Workout,Pool,Yard_Shared_Outdoor,Amenity_Bonus_Score_100,Completeness_Score_100,WalkScore,TransitScore,BikeScore,Location_Score_100,Market_Score,Market_Grade,Luxury_Gap,Rent_per_Score,Opportunity_Flag,Notes,description_text,lat,lng
2,1220 Haskell St Unit A,Berkeley,CA,94702,,apartment,2,1,900,2800,,https://www.redfin.com/CA/Berkeley/1220-Haskell-St-94702/unit-A/home/196811450,2,2,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,,Yes,No,No,Yes,No,No,,No,Yes,,,,,,,,,,,,,,,,,91,59,90,81.2,70.7,B,,$39.60,Review,,,37.850536,-122.284995
2,1431 Linden St Unit B LU,Oakland,CA,94607,,apartment,2,1,—,2800,,https://www.redfin.com/CA/Oakland/1431-Linden-St-94607/unit-B-LU/apartment/201403119,2,2,2,2,2,2,2,66.7,3,,3,2,,,,3,91.7,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,83,51,45,65.8,74.1,B,,$37.80,Review,,,,
2,425 Van Dyke Ave,Oakland,CA,94606,,apartment,2,1,"1,000",2750,,https://www.redfin.com/CA/Oakland/Van-Dyke-Apartments/apartment/1096025,2,2,3,2,2,2,2,71.4,3,,2,2,,,,3,83.3,Yes,Yes,No,No,Yes,Yes,No,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,88,60,65,75.0,76.1,B,,$36.16,Review,,,37.8022754,-122.2453458
2,307 Lee St Unit 05,Oakland,CA,94610,,apartment,2,1,975,2695,,https://www.redfin.com/CA/Oakland/307-Lee-St-94610/unit-05/apartment/191960643,2,1,3,2,2,2,2,66.7,3,,2,2,,,,2,75.0,No,Yes,,No,,Yes,No,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,91,66,80,81.3,73.3,B,,$36.78,Review,,,37.811472,-122.2566196
2,3205 California St Apt E,Berkeley,CA,94703,,apartment,2,1,795,2695,,https://www.redfin.com/CA/Berkeley/3205-California-St-94703/unit-E/home/201402886,2,,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,No,Yes,,,,No,No,,No,No,,,,,,,,,,,,,,,,,92,62,97,84.0,71.5,B,,$37.70,Review,,,37.849633,-122.2758667
2,282 38th St Unit 3,Oakland,CA,94611,,apartment,2,1,860,2680,,https://www.redfin.com/CA/Oakland/282-38th-St-94611/unit-3/apartment/191542654,1,2,2,2,2,2,2,61.9,2,,2,2,,,,2,66.7,Yes,Yes,,No,No,Yes,No,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,96,67,94,86.9,70.3,B,,$38.12,High-location / low-quality opportunity,,,37.825864953835705,-122.25732803580759
2,281 MacArthur Blvd,Oakland,CA,94610,,apartment,2,1,900,2580,,https://www.redfin.com/CA/Oakland/281-MacArthur-Blvd-94610/apartment/526441,3,3,2,3,3,2,3,90.5,2,,2,2,,,,2,66.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,,,,,,,,,,,,,,84,55,70,72.5,78.2,B,,$32.99,Review,,,37.8147165,-122.2522177
2,1614 Campbell St,Oakland,CA,94607,,apartment,2,1,840,2629,,https://www.redfin.com/CA/Oakland/Lampwork-Lofts/apartment/95474922,2,2,2,3,2,2,3,76.2,3,,2,2,,,,2,75.0,Yes,Yes,Yes,No,Yes,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,84,61,90,78.3,76.4,B,,$34.41,Review,,,37.813486,-122.29397371428571
2,1510 Webster St,Oakland,CA,94612,,apartment,2,1,600,2175,,https://www.redfin.com/CA/Oakland/1510-Webster-St-94612/home/172809943,3,2,3,3,3,3,3,95.2,2,,2,2,,,,1,58.3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,100,88,91,94.6,83.8,B,,$25.96,Review,,,37.8044664,-122.2676869
1,180 3rd St,Oakland,CA,94607,,apartment,2,2,1143,3667,,https://www.redfin.com/CA/Oakland/Fourth-Street-East/apartment/195166406,3,3,3,3,3,3,3,100.0,3,,2,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,94,84,87,89.6,93.8,A,8.3,$39.09,Top-of-market comp,,,37.79416325641026,-122.26970496153845
1,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1120,3597,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,,2,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,43,57,74,53.4,86.4,A,8.3,$41.65,Top-of-market comp,,,37.788711086486806,-122.2561760772449
1,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1146,3722,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,,2,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,43,57,74,53.4,86.4,A,8.3,$43.10,Top-of-market comp,,,37.788711086486806,-122.2561760772449
1,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1161,3802,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,,2,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,43,57,74,53.4,86.4,A,8.3,$44.03,Top-of-market comp,,,37.788711086486806,-122.2561760772449
1,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1311,4195,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,,2,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,43,57,74,53.4,86.4,A,8.3,$48.58,Top-of-market comp,,,37.788711086486806,-122.2561760772449
1,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1121,4242,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,,2,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,43,57,74,53.4,86.4,A,8.3,$49.12,Top-of-market comp,,,37.788711086486806,-122.2561760772449
1,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1170,4293,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,,2,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,43,57,74,53.4,86.4,A,8.3,$49.71,Top-of-market comp,,,37.788711086486806,-122.2561760772449
1,3093 Broadway,Oakland,CA,94611,,apartment,2,2,1121,3887,,https://www.redfin.com/CA/Oakland/3093-Broadway-94611/home/112888778,3,3,3,3,3,3,3,100.0,2,,3,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,93,67,85,83.6,92.6,A,8.3,$41.98,Top-of-market comp,,,37.82030224489796,-122.2610633877551
1,3093 Broadway,Oakland,CA,94611,,apartment,2,2,1121,3912,,https://www.redfin.com/CA/Oakland/3093-Broadway-94611/home/112888778,3,3,3,3,3,3,3,100.0,2,,3,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,93,67,85,83.6,92.6,A,8.3,$42.26,Top-of-market comp,,,37.82030224489796,-122.2610633877551
1,3093 Broadway,Oakland,CA,94611,,apartment,2,2,1121,4017,,https://www.redfin.com/CA/Oakland/3093-Broadway-94611/home/112888778,3,3,3,3,3,3,3,100.0,2,,3,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,93,67,85,83.6,92.6,A,8.3,$43.39,Top-of-market comp,,,37.82030224489796,-122.2610633877551
1,3093 Broadway,Oakland,CA,94611,,apartment,2,2,1121,3952,,https://www.redfin.com/CA/Oakland/3093-Broadway-94611/home/112888778,3,3,3,3,3,3,3,100.0,2,,3,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,93,67,85,83.6,92.6,A,8.3,$42.69,Top-of-market comp,,,37.82030224489796,-122.2610633877551
1,1150 Clay St,Oakland,CA,94607,,apartment,2,1.5,1080,3365,,https://www.redfin.com/CA/Oakland/1150-Clay-St-94607/home/178751086#overview,3,3,3,3,3,3,3,100.0,3,,3,3,,,,3,100.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,75.0,99,89,88,93.8,92.3,A,25.0,$36.47,Top-of-market comp,,,37.803454,-122.274401
1,219 9th Ave,Oakland,CA,94606,,apartment,2,2,1040,2989,,https://www.redfin.com/CA/Oakland/Artizan/apartment/112885464,3,3,3,3,3,3,3,100.0,3,,3,3,,,,3,100.0,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,46,58,74,55.2,87.6,A,,$34.14,Top-of-market comp,,,37.78725859466563,-122.25701975990853
1,4801 Shattuck Ave,Oakland,CA,94609,,apartment,2,2,1078,3318,,https://www.redfin.com/CA/Oakland/4801-Shattuck-Ave-94609/apartment/143116208,3,3,3,3,3,3,3,100.0,3,,2,3,,,,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,98,68,93,88.0,93.5,A,8.3,$35.49,Top-of-market comp,,,37.83531887683374,-122.26372666894622
1,1411 Alice St,Oakland,CA,94612,,apartment,2,2,913,3315,,https://www.redfin.com/CA/Oakland/Alice-House/apartment/172809958,3,3,3,3,3,3,3,100.0,3,,3,3,,,,2,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,91.7,99,88,91,94.1,94.7,A,8.3,$34.99,Top-of-market comp,,,37.80273532395777,-122.26642154384346
1,500 William St,Oakland,CA,94612,,apartment,2,2,1085,2947,,https://www.redfin.com/CA/Oakland/The-Uptown/apartment/190571155,2,2,3,3,2,,2,77.8,3,,,3,,,,3,100.0,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,99,85,93,93.6,89.0,A,,$33.13,Top-of-market comp,,,37.8094439,-122.2703905
1,3815 Harrison St Unit 203,Oakland,CA,94611,,apartment,2,2,"1,200",2950,,https://www.redfin.com/CA/Oakland/3815-Harrison-St-94611/unit-203/apartment/189148052,2,2,3,2,2,3,2,76.2,3,,2,3,,,,3,91.7,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,66.7,88,53,68,73.5,76.7,B,33.3,$38.47,Review,,,37.8215558,-122.2516321
3,2302 Valdez St,Oakland,CA,94612,,apartment,0,1,673,2918,,https://www.redfin.com/CA/Oakland/Alta-Waverly/apartment/143116126,3,,3,3,3,3,3,100.0,3,,,3,,,,1,77.8,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,98,76,95,90.8,90.7,A,,$32.19,Top-of-market comp,,,37.811938511096606,-122.26405370016461
3,3015 San Pablo Ave,Berkeley,CA,94702,,apartment,2,1,1012,3495,,https://www.redfin.com/CA/Berkeley/Aquatic-Higby/apartment/143116535,3,3,3,3,3,3,3,100.0,3,,3,3,,,,3,100.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,93,59,90,82.2,95.1,A,,$36.77,Top-of-market comp,,,37.8516112,-122.2862975
3,3101 Mabel St,Berkeley,CA,94702,,apartment,2,1,650,3050,,https://www.redfin.com/CA/Berkeley/3101-Mabel-St-94702/apartment/1526370,3,3,3,3,2,3,3,95.2,2,,2,2,,,,1,58.3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,75.0,89,60,90,80.5,78.6,B,25.0,$38.80,Review,,,37.850873,-122.283011
3,3205 California St Apt D,Berkeley,CA,94703,,apartment,2,1,750,2895,,https://www.redfin.com/CA/Berkeley/3205-California-St-94703/unit-D/home/200381237,2,2,2,2,2,3,2,71.4,2,,2,2,,,,2,66.7,No,Yes,No,No,Yes,No,No,,No,No,Yes,No,,,,,,,,,,,,,,,92,62,97,84.0,73.5,B,,$39.41,Review,,,37.849633,-122.2758667
3,2732 Union St Unit 2734 (Rear),Oakland,CA,94607,,apartment,2,1,—,2895,,https://www.redfin.com/CA/Oakland/2732-Union-St-94607/unit-2734-Rear/apartment/201572917,2,2,2,2,2,2,3,71.4,3,,2,2,,,,3,83.3,Yes,Yes,No,,Yes,Yes,No,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,88,54,93,78.8,77.1,B,,$37.54,Review,,,37.82019174614967,-122.28457694524697
3,257 Athol Ave Unit 6,Oakland,CA,94606,,apartment,2,1,600,2850,,https://www.redfin.com/CA/Oakland/257-Athol-Ave-94606/unit-6/apartment/196344785,3,2,3,3,2,2,3,85.7,3,,2,2,,,,1,66.7,No,Yes,,No,,Yes,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,91,64,82,81.1,78.6,B,,$36.25,Review,,,37.801292,-122.2498595
3,528 Merritt Ave Unit 208 LU,Oakland,CA,94610,,apartment,2,1,"1,063",2850,,https://www.redfin.com/CA/Oakland/528-Merritt-Ave-94610/unit-208-LU/apartment/200871853,2,3,3,3,3,2,,88.9,2,,3,,,,,3,88.9,Yes,Yes,No,No,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,95,58,71,79.1,86.2,A,,$33.07,Top-of-market comp,,,37.8071748,-122.2471897
3,245 Lee St,Oakland,CA,94610,,apartment,2,1,700,2488,,https://www.redfin.com/CA/Oakland/Lee-Haus/apartment/1909856,3,2,3,3,2,2,3,85.7,3,,2,2,,,,2,75.0,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,66.7,91,67,86,82.8,77.8,B,33.3,$31.99,Review,,,37.8131848,-122.2582179
3,671 Vernon St,Oakland,CA,94610,,apartment,2,1,756,2650,,https://www.redfin.com/CA/Oakland/671-Vernon-St-94610/apartment/526408,1,2,2,2,2,2,1,57.1,1,,2,2,,,,2,58.3,,Yes,No,No,Yes,No,No,,No,No,Yes,,,,,,,,,,,,,,,,85,53,60,70.4,61.2,C,,$43.31,Review,,,37.820191,-122.248705
3,1801 Jefferson St,Oakland,CA,94612,,apartment,2,1,874,2630,,https://www.redfin.com/CA/Oakland/Bell-Uptown-District/apartment/112885465,3,3,3,3,3,2,3,95.2,2,,3,2,,,,2,75.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,,,,,75.0,97,84,95,92.7,84.9,B,25.0,$30.97,Review,,,37.80834,-122.273307
3,225 Clifton St,Oakland,CA,94618,,apartment,2,1,900,2800,,https://www.redfin.com/CA/Oakland/The-Clifton/apartment/112885369,2,2,2,3,2,2,3,76.2,2,,2,2,,,,2,66.7,No,Yes,No,No,,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,93,59,54,75.0,72.9,B,,$38.38,Review,,,37.8355568,-122.2499046
3,2535 E 29th St Unit 1,Oakland,CA,94602,,apartment,2,1,800,2750,,https://www.redfin.com/CA/Oakland/1951-E-30th-St-94606/apartment/1482967,2,2,3,2,2,2,2,71.4,2,,2,3,,,,2,75.0,Yes,Yes,No,No,,Yes,No,,No,Yes,Yes,Yes,,,,,,,,,,,,,,,75,58,53,65.5,70.9,B,,$38.80,Review,,,37.79489,-122.222068
3,3250 Hollis St,Emeryville,CA,94608,,apartment,2,1,999,2530,,https://www.redfin.com/CA/Emeryville/Hollis-Oak/apartment/168797025,3,3,3,3,3,2,3,95.2,3,,2,2,,,,2,75.0,Yes,Yes,Yes,No,Yes,Yes,Yes,,No,Yes,Yes,,,,,,,,,,,,,,,,90,62,98,83.2,85.7,A,,$29.52,Top-of-market comp,,,37.8252139,-122.2837229
3,1732 8th St,Oakland,CA,94607,,apartment,2,1,760,2600,,https://www.redfin.com/CA/Oakland/1732-8th-St-94607/apartment/199403472,2,2,2,2,2,2,2,66.7,3,,2,2,,,,2,75.0,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,77,64,92,76.1,71.8,B,,$36.19,Review,,,37.808166,-122.301286
3,7038 Lacey Ave Unit T7048,Oakland,CA,94605,,apartment,2,1,—,2600,,https://www.redfin.com/CA/Oakland/7038-Lacey-Ave-94605/unit-T7048/apartment/199541288,2,,1,2,1,1,2,50.0,2,,3,2,,,,3,83.3,No,Yes,No,No,Yes,No,No,,Yes,Yes,,Yes,,,,,,,,,,,,,,,79,58,52,67.3,65.0,C,,$40.01,Review,,,37.770674,-122.172152
3,520 Van Buren Ave,Oakland,CA,94610,,apartment,2,1,700,2595,,https://www.redfin.com/CA/Oakland/520-Van-Buren-Ave-94610/apartment/526493,2,2,3,2,2,2,3,76.2,2,,2,2,,,,2,66.7,Yes,Yes,,No,,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,,95,56,85,81.3,74.7,B,,$34.74,Review,,,37.8117116,-122.2510067
3,475 Weldon Ave,Oakland,CA,94610,,apartment,2,1,896,2595,,https://www.redfin.com/CA/Oakland/475-Weldon-Ave-94610/apartment/1306036,2,2,3,2,2,2,2,71.4,2,,3,3,,,,2,83.3,Yes,Yes,No,No,,Yes,No,,Yes,No,No,Yes,,,,,,,,,,,,,,,94,51,64,75.1,76.1,B,,$34.11,Review,,,37.8158562,-122.2441299
3,830 47th St,Emeryville,CA,94608,,apartment,2,1,780,2595,,https://www.redfin.com/CA/Emeryville/830-47th-St-94608/home/1963836,3,2,3,3,3,2,2,85.7,2,,2,2,,,,2,66.7,Yes,Yes,,No,Yes,No,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,85,69,99,83.0,79.1,B,,$32.79,Review,,,37.8357434,-122.2704688
3,3720 Fruitvale Ave,Oakland,CA,94602,,apartment,2,1,828,2580,,https://www.redfin.com/CA/Oakland/3720-Fruitvale-Ave-94602/apartment/545783,3,3,3,3,3,2,3,95.2,2,,2,2,,,,2,66.7,No,Yes,,No,,Yes,No,Yes,No,Yes,Yes,No,,,,,,,,,,,,,,,91,57,64,75.4,81.0,B,,$31.85,Review,,,37.803016,-122.2148467
3,3811 39th Ave,Oakland,CA,94619,,apartment,2,1,800,2395,,,,,,,,,,,,,,,,,,2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,87,50,62,70.9,68.7,C,,$34.87,Review,,,37.7923022,-122.1942568
3,6638 MacArthur Blvd Unit 6640-F,Oakland,CA,94605,,apartment,2,1,850,2395,,https://www.redfin.com/CA/Oakland/6638-MacArthur-Blvd-94605/unit-6640-F/apartment/197694783,2,2,2,1,2,2,2,61.9,2,,2,2,,,,2,66.7,No,Yes,,No,,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,78,53,67,68.3,65.1,C,,$36.77,Review,,,37.785199,-122.197811
3,1125 E 18th St,Oakland,CA,94607,,apartment,2,1,600,2223,,https://www.redfin.com/CA/Oakland/Palmcrest/apartment/2005047,3,3,2,3,2,3,3,90.5,1,,2,2,,,,1,50.0,Yes,Yes,No,No,,No,No,Yes,No,Yes,Yes,No,,,,,,,,,,,,,,,89,57,83,78.2,74.7,B,,$29.76,Review,,,37.7934595,-122.2451276
3,5900 Martin Luther King Junior Way Apt 2,Oakland,CA,94609,,apartment,2,1,600,2350,,https://www.redfin.com/CA/Oakland/5900-Martin-Luther-King-Junior-Way-94609/unit-2/home/200341258,1,2,2,2,1,2,2,57.1,1,,2,2,,,,1,50.0,No,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,91,60,100,83.5,62.3,C,,$37.73,High-location / low-quality opportunity,,,37.844406,-122.270463
3,1934 9th Ave,Oakland,CA,94606,,apartment,2,1,700,2299,,https://www.redfin.com/CA/Oakland/1934-9th-Ave-94606/apartment/533269,2,2,2,2,2,2,2,66.7,3,,2,2,,,,2,75.0,No,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,,,,,,,,,,,,,,,,87,57,73,75.2,71.6,B,,$32.12,Review,,,37.7962441,-122.2451299
3,389 Vernon St,Oakland,CA,94610,,apartment,2,1,810,2295,,https://www.redfin.com/CA/Oakland/389-Vernon-St-94610/apartment/525861,2,2,1,1,2,2,2,57.1,2,,3,3,,,,2,83.3,No,Yes,No,No,,Yes,No,,No,Yes,Yes,,,,,,,,,,,,,,,,81,59,70,72.2,69.3,C,,$33.10,Review,,,37.8163728,-122.2547465
3,477 Jean St,Oakland,CA,94610,,apartment,2,1,700,2295,,https://www.redfin.com/CA/Oakland/477-Jean-St-94610/apartment/526147,3,3,3,2,3,3,3,95.2,3,,2,2,,,,2,75.0,No,Yes,No,No,,Yes,No,,No,Yes,Yes,,,,,,,,,,,,,,,,92,54,65,75.2,83.5,B,,$27.49,Review,,,37.8157066,-122.2502355
3,4500 San Carlos Ave Unit 4502,Oakland,CA,94601,,apartment,2,1,850,2295,,https://www.redfin.com/CA/Oakland/4500-San-Carlos-Ave-94601/unit-4502/home/201109501,1,2,1,2,2,2,2,57.1,2,,,2,,,,2,66.7,No,Yes,,No,No,No,No,,Yes,No,Yes,,,,,,,,,,,,,,,,76,52,53,64.2,62.0,C,,$37.01,Review,,,37.7779781,-122.2069155
3,1221 E 20th St,Oakland,CA,94606,,apartment,2,1,850,2448,,https://www.redfin.com/CA/Oakland/ArtHaus-Oakbrook/apartment/1276648,,3,3,3,2,2,3,88.9,2,,2,2,,,,2,66.7,No,Yes,Yes,,,Yes,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,86,57,67,73.5,77.8,B,,$31.46,Review,,,37.79430311828453,-122.24236371601803
3,2869 38th Ave,Oakland,CA,94619,,apartment,2,1,"2,224",2250,,https://www.redfin.com/CA/Oakland/2869-38th-Ave-94619/unit-2863/home/22966925,2,1,2,1,2,2,2,57.1,2,,2,2,,,,3,75.0,No,Yes,No,No,,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,80,50,70,69.0,65.9,C,,$34.15,Review,,,37.787151,-122.204531
3,4305 Rilea Way,Oakland,CA,94605,,apartment,2,1,—,2250,,https://www.redfin.com/CA/Oakland/4305-Rilea-Way-94605/home/187971624,2,2,2,1,1,2,2,57.1,3,,2,2,,,,3,83.3,Yes,Yes,No,No,,Yes,No,No,No,Yes,No,Yes,,,,,,,,,,,,,,,29,27,18,26.2,56.6,C,,$39.79,Review,,,37.7707707,-122.1503445
3,1044 54th St,Oakland,CA,94608,,apartment,2,1,850,2250,,https://www.redfin.com/CA/Oakland/1044-54th-St-94608/home/187981072,1,2,1,2,2,2,2,57.1,3,,2,2,,,,2,75.0,Yes,Yes,No,Yes,Yes,No,No,,Yes,No,No,Yes,,,,,,,,,,,,,,,93,60,98,84.1,70.1,B,,$32.10,High-location / low-quality opportunity,,,37.8383178,-122.2795294
3,2701 High St,Oakland,CA,94619,,apartment,2,1,"1,000",2223,,https://www.redfin.com/CA/Oakland/Laurel-Haus/apartment/1495913,3,3,2,2,2,2,2,76.2,2,,2,2,,,,3,75.0,No,Yes,,Yes,Yes,Yes,No,,No,Yes,Yes,,,,,,,,,,,,,,,,78,50,60,66.0,73.0,B,,$30.45,Review,,,37.783457,-122.2034698
3,2019 E 20th St,Oakland,CA,94606,,apartment,2,1,700,2200,,https://www.redfin.com/CA/Oakland/2019-E-20th-St-94606/apartment/185146616,2,3,2,2,2,2,2,71.4,3,,2,2,,,,2,75.0,No,Yes,,No,,No,Yes,,No,Yes,Yes,,,,,,,,,,,,,,,,81,56,68,70.9,72.4,B,,$30.40,Review,,,37.7895724,-122.2358
3,6510 Outlook Ave Apt 4,Oakland,CA,94605,,apartment,2,1,—,2200,,https://www.redfin.com/CA/Oakland/6510-Outlook-Ave-94605/unit-4/home/200319549,2,2,2,2,2,2,2,66.7,3,,2,2,,,,3,83.3,No,Yes,,No,,No,Yes,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,65,55,28,54.6,68.4,C,,$32.16,Review,,,37.7752091,-122.1750667
3,908 36th Ave Unit 2,Oakland,CA,94601,,apartment,2,1,883,2200,,https://www.redfin.com/CA/Oakland/908-36th-Ave-94601/unit-2/home/200865419,1,2,2,1,1,2,3,57.1,2,,,,,,,2,66.7,No,Yes,,No,No,No,No,,No,Yes,,No,,,,,,,,,,,,,,,94,74,89,87.0,68.3,C,,$32.19,High-location / low-quality opportunity,,,37.7729485,-122.2236031
3,1931 9th Ave Unit 1931,Oakland,CA,94606,,apartment,2,1,"1,200",2200,,https://www.redfin.com/CA/Oakland/1931-9th-Ave-94606/unit-1931/apartment/201556221,3,3,2,3,2,2,3,85.7,2,,2,3,,,,3,83.3,,Yes,,Yes,No,No,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,87,57,70,74.6,81.9,B,,$26.86,Review,,,37.7966216,-122.2455552
3,629 E 19th St,Oakland,CA,94606,,apartment,2,1,700,2199,,https://www.redfin.com/CA/Oakland/19th-Street-Apartments/apartment/1399042,2,2,2,2,2,2,2,66.7,1,,2,2,,,,2,58.3,No,Yes,Yes,No,,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,92,60,83,80.6,68.0,C,,$32.34,Review,,,37.7977348,-122.2481378
