*,address_raw,city,state,zipcode,unit,property_type,bedrooms,bathrooms,sqft,rent,price_per_sqft,listing_url,K_Q_Overall,B_Q_Overall,Flooring_Q,Paint_Q,Lighting_Q,Window_Q,Appliance_Q,Quality_Score_100,K_Size_1_3,K_Layout,B_Size_1_3,B_Layout,Bath_Config_1_3,Storage_Level_1_3,Floorplan_Utility_1_3,Unit_Size_1_3_Auto,Size_Score_100,C_Balcony_Deck,C_Heating,C_AC,C_Washer_Dryer,C_Parking,C_Dishwasher,C_Microwave,C_Disposal,C_Hardwood,C_Updated_Kitchen,C_Updated_Bath,C_Outdoor_Space,Parking_Type,Parking_Score_100,Laundry_Type,Laundry_Score_100,Bath_Config_Type,Fireplace_Type,Fireplace_Bonus_100,Exterior_Amenities_1_3,Package_Lockers,Gym_Workout,Pool,Yard_Shared_Outdoor,Amenity_Bonus_Score_100,Completeness_Score_100,WalkScore,TransitScore,BikeScore,Location_Score_100,Market_Score,Market_Grade,Luxury_Gap,Rent_per_Score,Opportunity_Flag,Notes,description_text,lat,lng
4,201 Athol Ave Apt 303,Oakland,CA,94606,,apartment,2,1,—,2495,,https://www.redfin.com/CA/Oakland/201-Athol-Ave-94606/unit-303/home/201400124,1,1,2,2,2,1,1,47.6,2,,2,2,,,,3,75.0,Yes,Yes,No,No,,Yes,No,,Yes,No,No,No,,,,,,,,,,,,,,,92,66,87,83.2,65.9,C,,$37.88,High-location / low-quality opportunity,,,37.8009548,-122.2515868
4,6618 Laird Ave,`,CA,94605,,apartment,2,1,"1,000",2453,,https://www.redfin.com/CA/Oakland/6618-Laird-Ave-94605/home/1543692,1,2,2,1,2,1,2,52.4,3,,2,2,,,,3,83.3,Yes,Yes,No,,No,No,Yes,,Yes,No,No,,,,,,,,,,,,,,,,71,56,32,58.7,63.6,C,,$38.57,Review,,,37.7736741,-122.1754438
4,1446 1st Ave Unit 1450,Oakland,CA,94606,,apartment,2,1,850,2450,,https://www.redfin.com/CA/Oakland/1446-1st-Ave-94606/unit-1450/home/200913685,1,2,2,2,2,1,2,57.1,1,,3,2,,,,2,66.7,Yes,Yes,No,Yes,,No,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,94,74,96,88.4,68.7,C,,$35.64,High-location / low-quality opportunity,,,37.7990339,-122.2563205
4,641 Oakland Ave Apt E,Oakland,CA,94611,,apartment,2,1,—,2425,,https://www.redfin.com/CA/Oakland/641-Oakland-Ave-94611/unit-E/home/200917280,2,2,2,2,2,2,2,66.7,3,,2,2,,,,3,83.3,Yes,Yes,,No,,Yes,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,86,52,67,72,73.2,B,,$33.11,Review,,,37.8209332,-122.2506872
4,1777 Sausal St,Oakland,CA,94602,,apartment,2,1,900,2400,,https://www.redfin.com/CA/Oakland/1777-Sausal-St-94602/apartment/1841627,2,2,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,Yes,Yes,,No,,Yes,No,,No,No,Yes,,,,,,,,,,,,,,,,84,58,59,71.2,67.9,C,,$35.33,Review,,,37.7983828,-122.2204941
4,3230 Maple Ave Unit 3230,Oakland,CA,94602,,apartment,2,1,—,2400,,https://www.redfin.com/CA/Oakland/3230-Maple-Ave-94602/unit-3230/apartment/200930307,2,1,1,2,1,2,3,57.1,2,,2,2,,,,3,75.0,No,Yes,No,,,Yes,No,,Yes,Yes,No,,,,,,,,,,,,,,,,82,54,53,67.8,65.6,C,,$36.61,Review,,,37.7936523,-122.2084389
4,5308 Market St Unit 5310,Oakland,CA,94608,,apartment,2,1,—,2400,,https://www.redfin.com/CA/Oakland/5308-Market-St-94608/unit-5310/home/200955995,3,2,3,3,2,3,3,90.5,2,,2,2,,,,3,75.0,Yes,Yes,No,No,,No,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,90,66,99,84.6,84.1,B,,$28.53,Review,,,37.8378963,-122.2734254
4,232 Foothill Blvd Unit 2,Oakland,CA,94606,,apartment,2,1,700,2400,,https://www.redfin.com/CA/Oakland/232-Foothill-Blvd-94606/unit-2/apartment/201065484,2,2,3,3,2,2,3,81.0,3,,3,2,,,,2,83.3,No,Yes,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,94,71,97,87.7,83.6,B,,$28.72,Review,,,37.7989786,-122.2538717
4,548 105th Ave Unit 13,Oakland,CA,94603,,apartment,2,1,800,2399,,https://www.redfin.com/CA/Oakland/548-105th-Ave-94603/unit-13/apartment/183301300,1,1,1,2,1,2,2,47.6,1,,2,2,,,,2,58.3,No,Yes,No,No,,No,No,,No,No,No,Yes,,,,,,,,,,,,,,,68,37,59,56.9,53.5,D,,$44.87,Review,,,37.7318704,-122.1791169
4,255 MacArthur Blvd,Oakland,CA,94610,,apartment,2,1,750,2395,,https://www.redfin.com/CA/Oakland/548-105th-Ave-94603/unit-13/apartment/183301300,2,2,2,2,2,2,3,71.4,2,,2,2,,,,2,66.7,Yes,Yes,No,No,Yes,Yes,Yes,,No,Yes,Yes,No,,,,,,,,,,,,,,,81,58,71,72.1,70.2,B,,$34.14,Review,,,37.8155735,-122.2523478
4,1070 54th St,Emeryville,CA,94608,,apartment,2,1,—,2395,,https://www.redfin.com/CA/Emeryville/1070-54th-St-94608/home/1570668,2,2,2,3,2,1,3,71.4,3,,2,2,,,,3,83.3,No,Yes,No,Yes,Yes,No,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,93,62,98,84.7,78.8,B,,$30.41,Review,,,37.8380773,-122.2807182
4,407 Fairmount Ave,Oakland,CA,94611,,apartment,2,1,821,2295,,https://www.redfin.com/CA/Oakland/407-Fairmount-Ave-94611/apartment/1627385,2,2,1,2,2,1,2,57.1,3,,2,2,,,,2,75.0,No,Yes,No,No,Yes,No,No,,No,No,No,,,,,,,,,,,,,,,,87,57,67,74,67.3,C,,$34.11,Review,,,37.8194156,-122.256638
4,3811 39th Ave,Oakland,CA,94619,,apartment,2,1,800,2395,,https://www.redfin.com/CA/Oakland/3811-39th-Ave-94619/apartment/1803746,2,,2,2,2,2,2,66.7,3,,,,,,,2,83.3,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,87,50,62,70.9,72.9,B,,$32.84,Review,,,37.7923022,-122.1942568
5,"15267 Hesperian Blvd, San Leandro, CA 94578",San Leandro,CA,94578,,apartment,2,1,838,"$2,581",$3.08,https://sfbay.craigslist.org/eby/apa/d/san-leandro-exceptional-br-living/7922906591.html,3,3,2,3,2,2,3,85.7,,,,,,,,2,66.7,No,,,Yes,Yes,Yes,,,Yes,No,No,No,,,,,,,,,,,,,,,78,65,82,74.9,76.9,B,,$33.57,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.6949777,-122.1304232
5,1506 4TH AVE.,OAKLAND,CA,94606,,apartment,2,1,698,1900,$2.72,https://sfbay.craigslist.org/eby/apa/d/oakland-charming-bedroom-in-vintage/7935256216.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,1,58.3,Yes,Yes,No,,,No,No,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,94,67,98,86.7,69.7,C,,$27.27,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7971545,-122.2534429
5,671 Vernon Street Unit #107,Oakland,CA,94610,,apartment,2,1,756,2650,$3.51,https://sfbay.craigslist.org/eby/apa/d/oakland-ideal-location-close-to/7935256459.html,2,2,2,3,2,2,3,76.2,2,,2,2,,,,2,66.7,No,Yes,,No,Yes,Yes,No,,No,Yes,Yes,No,,,,,,,,,,,,,,,85,53,60,70.4,71.7,B,,$36.97,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.820191,-122.248705
5,3649 Martin Luther King Junior Way,Oakland,CA,94609,,apartment,2,1,,2198,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-beautiful-2bd-1ba-in-beautiful/7935248526.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,,66.7,No,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,88,74,88,83.8,71.4,B,,$30.77,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8258572244898,-122.2695129387755
5,"835 40th Street, #1",Oakland,CA,94608,,apartment,2,1,650,2695,$4.15,https://sfbay.craigslist.org/eby/apa/d/oakland-1-2nd-floor-unit-garage-laundry/7935252764.html,2,2,3,2,2,2,3,76.2,2,,2,2,,,,1,58.3,No,Yes,,No,Yes,No,No,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,90,74,99,87.0,73.7,B,,$36.55,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.830239022616816,-122.2714828913551
5,1221 E 20th Street,Oakland,CA,94606,,apartment,2,1,850,2293,$2.70,https://sfbay.craigslist.org/eby/apa/d/oakland-convenient-full-size-washer/7935243208.html,3,2,2,3,2,2,3,81.0,2,,,,,,,2,66.7,No,Yes,No,No,Yes,Yes,No,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,86,57,67,73.5,74.5,B,,$30.77,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.79430311828453,-122.24236371601803
5,395 Palm,Oakland,CA,94610,,apartment,2,1,,2218,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-1000-look-lease-xl-top-floor/7935234945.html,2,3,2,1,3,2,3,76.2,2,,2,2,,,,,66.7,No,Yes,,No,No,Yes,Yes,,No,Yes,Yes,,,,,,,,,,,,,,,,86,59,82,77.1,73.5,B,,$30.16,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8131665,-122.2528818
5,1428 105th Avenue,Oakland,CA,94603,,apartment,2,1,770,1698,$2.21,https://sfbay.craigslist.org/eby/apa/d/oakland-yoga-room-resident-clubhouse/7935197864.html,3,2,3,2,3,,3,88.9,3,,2,2,,,,2,75.0,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,76,55,69,68.3,78.9,B,,$21.51,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.739334,-122.166042
5,Hampel St,Oakland,CA,94602,,apartment,2,1,,3100,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-updated-2br-glenview-flat-yard/7929347577.html,2,2,2,2,2,1,3,66.7,3,,2,2,,,,,77.8,Yes,Yes,,No,No,Yes,No,,No,Yes,Yes,Yes,,,,,,,,,,,,,,,87,56,57,71.7,71.5,B,,$43.38,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8057071,-122.2220193
5,1701 36th Ave,Oakland,CA,94601,,apartment,2,1,,2233,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-near-major-public-transit-and/7931275386.html,3,2,3,2,2,2,3,81.0,3,,2,2,,,,,77.8,No,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,92,71,80,83.3,80.6,B,,$27.69,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.77985943237923,-122.21954392910337
5,945 40th Street,Oakland,CA,94608,,apartment,2,1,,2450,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/emeryville-remodeled-unit-near-the/7930529777.html,2,2,2,2,2,2,,66.7,2,,2,2,,,,,66.7,No,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,91,71,98,86.4,72.1,B,,$33.96,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8305508,-122.2753107
5,33 Home Place East Unit A,Oakland,CA,94610,,apartment,2,1,800,2195,$2.74,https://sfbay.craigslist.org/eby/apa/d/oakland-bright-comfortable-bedroom/7935152035.html,2,2,3,2,2,2,2,71.4,2,,2,2,,,,2,66.7,Yes,Yes,No,Yes,Yes,No,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,78,56,51,66.0,68.5,C,,$32.06,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8036682,-122.2376029
5,1470 Alice st,Oakland,CA,94612,,apartment,2,1,900,2250,$2.50,https://sfbay.craigslist.org/eby/apa/d/oakland-large-2bdrm-great-location/7935139849.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,Yes,Yes,,Yes,Yes,Yes,No,,No,No,No,,,,,,,,,,,,,,,,98,87,92,93.5,74.1,B,,$30.36,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.803406,-122.2654705
5,2210 10th Avenue,Oakland,CA,94606,,apartment,2,1,750,2145,$2.86,https://sfbay.craigslist.org/eby/apa/d/oakland-ready-now-large-2br-apt/7933870388.html,3,2,3,3,2,2,3,85.7,3,,2,2,,,,2,75.0,No,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,80,57,69,70.9,78.3,B,,$27.39,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.797357,-122.2417813
5,Loma Vista Ave,Oakland,CA,94619,,apartment,2,1,,2495,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-bright-upper-duplex-hardwood/7931283320.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,,66.7,Yes,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,85,50,60,69.5,67.5,C,,$36.99,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7942798,-122.1962377
5,2694 Havenscourt Blvd,Oakland,CA,94605,A,apartment,2,1,,2195,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-upper-front-walk-up-in-plex/7930490435.html,1,1,2,2,2,2,1,52.4,3,,2,2,,,,,77.8,No,Yes,,No,Yes,No,No,,Yes,No,No,No,,,,,,,,,,,,,,,86,57,66,73.3,66.0,C,,$33.28,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.76870650904774,-122.18262670564113
5,3811 39TH AVE,Oakland,CA,94619,,apartment,2,1,,2395,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-renovated-2br-first-floor-unit/7934496124.html,1,2,2,2,2,,,60.0,3,,2,2,,,,,77.8,No,Yes,No,No,Yes,No,No,,Yes,No,No,,,,,,,,,,,,,,,,87,50,62,70.9,68.5,C,,$34.98,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7923022,-122.1942568
5,2916 Martin Luther King,Oakland,CA,94609,,apartment,2,1,750,2395,$3.19,https://sfbay.craigslist.org/eby/apa/d/oakland-beds-1bath-bed-sect-friendly/7934090579.html,2,2,3,1,2,2,1,61.9,2,,2,2,,,,2,66.7,No,Yes,No,No,No,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,92,68,89,84.2,69.6,C,,$34.43,High-location / low-quality opportunity,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.819389,-122.270727
5,7123 Holly St,Oakland,CA,94621,D,apartment,2,1,700,1925,$2.75,https://sfbay.craigslist.org/eby/apa/d/oakland-large-and-super-economic-bed/7930555498.html,1,2,2,1,2,2,2,57.1,1,,2,2,,,,2,58.3,No,Yes,No,No,Yes,No,No,,No,No,Yes,,,,,,,,,,,,,,,,75,59,67,68.6,60.7,C,,$31.72,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7628301,-122.1841406
5,491 Mandana Blvd,Oakland,CA,94610,,apartment,2,1,750,2010,$2.68,https://sfbay.craigslist.org/eby/apa/d/oakland-fabulous-locale-shops/7935106775.html,2,2,2,1,2,2,2,61.9,1,,2,1,,,,2,50.0,No,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,98,51,70,78.3,62.8,C,,$32.00,High-location / low-quality opportunity,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8132057,-122.2449755
5,McElroy St.,Oakland,CA,94607,,apartment,2,1,800,1975,$2.47,https://sfbay.craigslist.org/eby/apa/d/oakland-lovely-remodeled-lower-unit-of/7932789059.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,No,Yes,,,No,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,74,63,91,74.1,68.7,C,,$28.74,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8095557,-122.3017491
5,23 Home Place West,Oakland,CA,94123,,apartment,2,1,,2425,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-extremely-large-sunny-bedroom/7933880517.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,,66.7,No,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,77,57,50,65.6,66.4,C,,$36.54,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.788392,-122.43311
5,El Dorado Avenue,Oakland,CA,94611,,apartment,2,1,,2350,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-br-2br-1ba-new-vinyl-flooring/7935017407.html,1,1,2,2,2,2,2,57.1,2,,2,2,,,,,66.7,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,,,,,,,,,,,,,,,,94,57,63,76.7,65.5,C,,$35.89,High-location / low-quality opportunity,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8219209,-122.2524807
5,580 Vernon,Oakland,CA,94611,,apartment,2,1,,2095,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-large-bedroom-in-oakland-rose/7931535545.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,,66.7,No,Yes,No,No,Yes,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,87,54,64,72.5,68.3,C,,$30.68,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8183332,-122.2498247
5,136 Catron Dr,Oakland,CA,94603,,apartment,2,1,,2500,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-near-sobrante-park-oakland/7929525523.html,2,2,2,3,2,2,3,76.2,3,,2,2,,,,,77.8,No,Yes,No,No,,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,31,44,44,37.5,65.9,C,,$37.92,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7254669,-122.1767748
5,9201 Bancroft Ave,Oakland,CA,94603,,apartment,2,1,850,2000,$2.35,https://sfbay.craigslist.org/eby/apa/d/oakland-large-unit-gated-and-with/7933741922.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,No,Yes,No,No,Yes,Yes,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,70,56,62,64.2,66.0,C,,$30.31,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7523597,-122.1653941
5,722 Alcatraz Ave,Oakland,CA,94609,,apartment,2,1,,2795,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-2br-gem-in-walkers-paradise/7934849794.html,1,1,1,2,2,2,3,57.1,3,,2,2,,,,,77.8,No,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,93,64,98,85.3,71.3,B,,$39.22,High-location / low-quality opportunity,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8496792,-122.2663614
5,1431 Linden St #B,Oakland,CA,94607,,apartment,2,1,,2500,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-1431-linden-st-bedroom-bath/7934838300.html,2,2,1,2,2,2,2,61.9,3,,2,2,,,,,77.8,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,83,70,95,81.5,72.2,B,,$34.63,High-location / low-quality opportunity,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8098607,-122.2840097
5,San Leandro St,Oakland,CA,94601,,apartment,2,1,650,1995,$3.07,https://sfbay.craigslist.org/eby/apa/d/oakland-remodeled-2bd-in-unit-laundry/7934834929.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,1,58.3,No,Yes,,Yes,No,Yes,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,96,73,83,86.5,69.6,C,,$28.65,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7630044,-122.2080695
5,2330 Webster St,Oakland,CA,94612,,apartment,2,1,968,3751,$3.88,https://sfbay.craigslist.org/eby/apa/d/oakland-2bd-1ba-balcony-available-now/7933918960.html,3,3,3,3,3,2,3,95.2,2,,3,2,,,,2,75.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,99,78,97,92.3,88.2,A,,$42.51,Top-of-market comp,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.81242022461214,-122.2650394897914
5,4228 Masterson St,Oakland,CA,94619,,apartment,2,1,,2150,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-coming-soon-bedroom-lower-unit/7931754895.html,2,2,1,1,2,2,2,57.1,2,,,,,,,,66.7,No,Yes,No,No,Yes,No,No,,No,Yes,,,,,,,,,,,,,,,,,91,50,61,72.7,64.4,C,,$33.40,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7887096,-122.1944287
5,D Street,Oakland,CA,94603,,apartment,2,1,700,2000,$2.86,https://sfbay.craigslist.org/eby/apa/d/oakland-beautiful-bedroom-bath-unit/7934750780.html,1,1,1,2,2,2,2,52.4,1,,2,2,,,,2,58.3,No,Yes,No,No,Yes,No,No,,Yes,No,Yes,,,,,,,,,,,,,,,,69,48,58,60.5,56.5,C,,$35.43,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7481108,-122.1800591
5,1663 80th Ave #D,Oakland,CA,94621,,apartment,2,1,,2000,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-renovated-bedroom-bathroom-plex/7930548986.html,2,2,3,1,2,2,2,66.7,3,,2,2,,,,,77.8,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,66,58,69,64.2,69.4,C,,$28.83,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7589421,-122.177454
5,1125 Campbell St,Oakland,CA,94607,,apartment,2,1,,2000,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-charming-bedroom-duplex/7932290475.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,,66.7,No,Yes,,No,,No,Yes,,No,Yes,Yes,,,,,,,,,,,,,,,,81,65,95,79.0,70.1,B,,$28.53,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.810428,-122.296779
5,Star Avenue,Oakland,CA,94619,,sfh,2,1,,2888,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-nice-sfr-bdrm-with-garage/7934734739.html,2,2,2,2,2,2,2,66.7,2,,2,2,,,,,66.7,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,83,51,70,70.8,67.8,C,,$42.59,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7892444,-122.2028147
5,1918 Lakeshore Avenue,Oakland,CA,94606,,apartment,2,1,800,2450,$3.06,https://sfbay.craigslist.org/eby/apa/d/oakland-lake-views-in-bright-renovated/7934631256.html,3,3,3,3,3,3,3,100.0,2,,2,3,,,,2,75.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,90,69,82,82.1,87.4,A,,$28.04,Top-of-market comp,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8028688,-122.2533046
5,Star Ave,Oakland,CA,94546,,apartment,2,1,800,2998,$3.75,https://sfbay.craigslist.org/eby/apa/d/oakland-bedroom-bath-house-yard-and/7934626126.html,2,2,2,2,1,2,2,61.9,2,,2,2,,,,2,66.7,Yes,Yes,No,Yes,Yes,No,Yes,,No,Yes,Yes,,,,,,,,,,,,,,,,83,51,70,70.8,65.8,C,,$45.54,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.7892444,-122.2028147
5,240 Grand Avenue,Oakland,CA,94606,,apartment,2,1,880,2845,$3.23,https://sfbay.craigslist.org/eby/apa/d/oakland-bedroom-near-lake-merritt/7934612379.html,3,2,2,3,2,2,3,81.0,2,,2,2,,,,2,66.7,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,95,72,90,87.1,78.3,B,,$36.34,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8101899,-122.2594752
5,949 41 street,Oakland,CA,94608,,apartment,2,1,830,2000,$2.41,https://sfbay.craigslist.org/eby/apa/d/emeryville-two-bedroom-upstairs/7934602845.html,1,1,2,1,2,2,1,47.6,,,2,2,,,,2,66.7,No,Yes,No,No,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,83,47,89,73.4,60.6,C,,$33.00,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.831481,-122.274912
5,266 Athol Ave. #A,Oakland,CA,94606,,apartment,2,1,,2300,#DIV/0!,https://sfbay.craigslist.org/eby/apa/d/oakland-renovated-lake-merritt-ground/7934584030.html,3,2,2,2,2,2,3,76.2,2,,2,2,,,,,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,91,64,82,81.1,74.6,B,,$30.81,Review,,Bright 2BR with hardwood floors and parking near Lake Merritt.,37.8009584,-122.249394
